epoch,loss
0,0.07530057430267334
1,0.013155566528439522
2,0.007617136463522911
3,0.0063877468928694725
4,0.005852081347256899
5,0.0056576295755803585
6,0.005582932382822037
7,0.005497904494404793
8,0.005468488670885563
9,0.005509304814040661
10,0.0054278187453746796
11,0.005329189822077751
12,0.00522774551063776
13,0.004945384804159403
14,0.0045098913833498955
15,0.003990065772086382
16,0.0037586353719234467
17,0.0036956912372261286
18,0.0036441816482692957
19,0.003634984837844968
20,0.0035949440207332373
21,0.0035933221224695444
22,0.0035802663769572973
23,0.0035935132764279842
24,0.003587133251130581
25,0.0035783175844699144
26,0.0035631500650197268
27,0.003586603095754981
28,0.0035916739143431187
29,0.0035473487805575132
30,0.0035505767446011305
31,0.003524063853546977
32,0.0035438963677734137
33,0.0035071740858256817
34,0.0034841985907405615
35,0.003461294574663043
36,0.0034092969726771116
37,0.0033692228607833385
38,0.003306915517896414
39,0.003242651466280222
40,0.0031633421313017607
41,0.003039374016225338
42,0.0029497784562408924
43,0.002875311067327857
44,0.002860024571418762
45,0.0028297232929617167
46,0.002836482599377632
47,0.002832759404554963
48,0.00279327854514122
49,0.0027835601940751076
50,0.002764117671176791
51,0.0027361835818737745
52,0.002707012929022312
53,0.0026801591739058495
54,0.002658626064658165
55,0.002622768748551607
56,0.002579155145213008
57,0.0025309387128800154
58,0.002433710964396596
59,0.0023675200063735247
60,0.002291529206559062
61,0.0022425127681344748
62,0.0022029224783182144
63,0.0021823907736688852
64,0.0021613186690956354
65,0.002147946273908019
66,0.0021506608463823795
67,0.0021214433945715427
68,0.0020836072508245707
69,0.0020325875375419855
70,0.00199158675968647
71,0.001953630708158016
72,0.0019122333033010364
73,0.001858374336734414
74,0.0017963601276278496
75,0.0017810185672715306
76,0.0017579715931788087
77,0.001744891400448978
78,0.0017288012895733118
79,0.0017197488341480494
80,0.0017108152387663722
81,0.0016995420446619391
82,0.0016949791461229324
83,0.0016855240100994706
84,0.0016617275541648269
85,0.0016538432100787759
86,0.0016441880725324154
87,0.0016421338077634573
88,0.0016161572420969605
89,0.0016048814868554473
90,0.0015723718097433448
91,0.0015413709916174412
92,0.0015007898909971118
93,0.0014642283786088228
94,0.0014135870151221752
95,0.0013584475964307785
96,0.0013120925286784768
97,0.001249980996362865
98,0.0011986761819571257
